Estacao;Data;Hora;Evaporacao Piche;
83309;02/04/1985;0000;2.4;
83309;03/04/1985;0000;2.9;
83309;04/04/1985;0000;1.4;
83309;05/04/1985;0000;2.6;
83309;06/04/1985;0000;1.2;
83309;07/04/1985;0000;1.8;
83309;08/04/1985;0000;1;
83309;09/04/1985;0000;2;
83309;10/04/1985;0000;2.4;
83309;11/04/1985;0000;2.3;
83309;12/04/1985;0000;1.9;
83309;13/04/1985;0000;0.9;
83309;14/04/1985;0000;2;
83309;15/04/1985;0000;1.3;
83309;16/04/1985;0000;1.6;
83309;17/04/1985;0000;0.7;
83309;18/04/1985;0000;1.5;
83309;19/04/1985;0000;1.2;
83309;20/04/1985;0000;1.9;
83309;21/04/1985;0000;2;
83309;22/04/1985;0000;1.6;
83309;23/04/1985;0000;2.2;
83309;24/04/1985;0000;2;
83309;25/04/1985;0000;2;
83309;26/04/1985;0000;1.9;
83309;27/04/1985;0000;2.7;
83309;28/04/1985;0000;1.9;
83309;29/04/1985;0000;0.7;
83309;30/04/1985;0000;1.8;
83309;01/05/1985;0000;1.6;
83309;02/05/1985;0000;1.2;
83309;03/05/1985;0000;0.9;
83309;04/05/1985;0000;1.5;
83309;05/05/1985;0000;1.3;
83309;06/05/1985;0000;1.4;
83309;07/05/1985;0000;2.9;
83309;08/05/1985;0000;2.9;
83309;09/05/1985;0000;3;
83309;10/05/1985;0000;3.2;
83309;11/05/1985;0000;1.7;
83309;12/05/1985;0000;1.7;
83309;13/05/1985;0000;2.1;
83309;14/05/1985;0000;8.6;
83309;15/05/1985;0000;1.8;
83309;16/05/1985;0000;2.3;
83309;17/05/1985;0000;3.1;
83309;18/05/1985;0000;3.6;
83309;19/05/1985;0000;3.3;
83309;20/05/1985;0000;2.1;
83309;21/05/1985;0000;2.7;
83309;22/05/1985;0000;3.2;
83309;23/05/1985;0000;2;
83309;24/05/1985;0000;2.9;
83309;25/05/1985;0000;2.7;
83309;26/05/1985;0000;3;
83309;27/05/1985;0000;3;
83309;28/05/1985;0000;3.5;
83309;29/05/1985;0000;3.2;
83309;30/05/1985;0000;2.7;
83309;31/05/1985;0000;3.7;
83309;01/06/1985;0000;4.1;
83309;02/06/1985;0000;3.8;
83309;03/06/1985;0000;3.4;
83309;04/06/1985;0000;1.5;
83309;05/06/1985;0000;1.3;
83309;06/06/1985;0000;2.1;
83309;07/06/1985;0000;3;
83309;08/06/1985;0000;3.6;
83309;09/06/1985;0000;3.8;
83309;10/06/1985;0000;2.7;
83309;11/06/1985;0000;2.2;
83309;12/06/1985;0000;2.8;
83309;13/06/1985;0000;4.1;
83309;14/06/1985;0000;3.3;
83309;15/06/1985;0000;4.6;
83309;16/06/1985;0000;5;
83309;17/06/1985;0000;3.7;
83309;18/06/1985;0000;3.6;
83309;19/06/1985;0000;4;
83309;20/06/1985;0000;5.8;
83309;21/06/1985;0000;6.2;
83309;22/06/1985;0000;4.6;
83309;23/06/1985;0000;2;
83309;24/06/1985;0000;5.5;
83309;25/06/1985;0000;4.1;
83309;26/06/1985;0000;4.2;
83309;27/06/1985;0000;3.3;
83309;28/06/1985;0000;4.1;
83309;29/06/1985;0000;4.1;
83309;30/06/1985;0000;5.3;
83309;01/07/1985;0000;5.6;
83309;02/07/1985;0000;5.5;
83309;03/07/1985;0000;3;
83309;04/07/1985;0000;4.3;
83309;05/07/1985;0000;5.4;
83309;06/07/1985;0000;3.1;
83309;07/07/1985;0000;1.3;
83309;08/07/1985;0000;1.7;
83309;09/07/1985;0000;3.5;
83309;10/07/1985;0000;2.9;
83309;11/07/1985;0000;3.3;
83309;12/07/1985;0000;2.8;
83309;13/07/1985;0000;3.3;
83309;14/07/1985;0000;4.1;
83309;15/07/1985;0000;5.2;
83309;16/07/1985;0000;3.4;
83309;17/07/1985;0000;5.1;
83309;18/07/1985;0000;6.6;
83309;19/07/1985;0000;6.5;
83309;20/07/1985;0000;5.8;
83309;21/07/1985;0000;5.1;
83309;22/07/1985;0000;5.4;
83309;23/07/1985;0000;5.5;
83309;24/07/1985;0000;4.6;
83309;25/07/1985;0000;5.5;
83309;26/07/1985;0000;8.4;
83309;27/07/1985;0000;8.1;
83309;28/07/1985;0000;8.2;
83309;29/07/1985;0000;6.8;
83309;30/07/1985;0000;5.5;
83309;31/07/1985;0000;6.3;
83309;01/08/1985;0000;6.8;
83309;02/08/1985;0000;3.8;
83309;03/08/1985;0000;2.1;
83309;04/08/1985;0000;3;
83309;05/08/1985;0000;5.6;
83309;06/08/1985;0000;7.9;
83309;07/08/1985;0000;6.6;
83309;08/08/1985;0000;5.8;
83309;09/08/1985;0000;3.9;
83309;10/08/1985;0000;2.9;
83309;11/08/1985;0000;2.8;
83309;12/08/1985;0000;3.9;
83309;13/08/1985;0000;3.2;
83309;14/08/1985;0000;4.8;
83309;15/08/1985;0000;6.6;
83309;16/08/1985;0000;6;
83309;17/08/1985;0000;6.8;
83309;18/08/1985;0000;5;
83309;19/08/1985;0000;5;
83309;20/08/1985;0000;5;
83309;21/08/1985;0000;4.7;
83309;22/08/1985;0000;4.3;
83309;23/08/1985;0000;5.3;
83309;24/08/1985;0000;3.7;
83309;25/08/1985;0000;5.3;
83309;26/08/1985;0000;4.3;
83309;27/08/1985;0000;6.4;
83309;28/08/1985;0000;3.3;
83309;29/08/1985;0000;4.3;
83309;30/08/1985;0000;4.2;
83309;31/08/1985;0000;4.5;
83309;01/09/1985;0000;2.7;
83309;02/09/1985;0000;3.4;
83309;03/09/1985;0000;2.4;
83309;04/09/1985;0000;1.9;
83309;05/09/1985;0000;3.3;
83309;06/09/1985;0000;5.6;
83309;07/09/1985;0000;6.3;
83309;08/09/1985;0000;4.9;
83309;09/09/1985;0000;5.9;
83309;10/09/1985;0000;5.6;
83309;11/09/1985;0000;3.1;
83309;12/09/1985;0000;6.1;
83309;13/09/1985;0000;7.4;
83309;14/09/1985;0000;4.8;
83309;15/09/1985;0000;3;
83309;16/09/1985;0000;3.1;
83309;17/09/1985;0000;4;
83309;18/09/1985;0000;3.4;
83309;19/09/1985;0000;5;
83309;20/09/1985;0000;4.4;
83309;21/09/1985;0000;3.9;
83309;22/09/1985;0000;2;
83309;23/09/1985;0000;3.5;
83309;24/09/1985;0000;2.8;
83309;25/09/1985;0000;3.4;
83309;26/09/1985;0000;2.5;
83309;27/09/1985;0000;5.4;
83309;28/09/1985;0000;4.1;
83309;29/09/1985;0000;2.4;
83309;30/09/1985;0000;0.8;
83309;01/10/1985;0000;3.9;
83309;02/10/1985;0000;5.4;
83309;03/10/1985;0000;4.6;
83309;04/10/1985;0000;3.8;
83309;05/10/1985;0000;5.3;
83309;06/10/1985;0000;3.8;
83309;07/10/1985;0000;3.7;
83309;08/10/1985;0000;5;
83309;09/10/1985;0000;1.3;
83309;10/10/1985;0000;4.3;
83309;11/10/1985;0000;1.6;
83309;12/10/1985;0000;2.7;
83309;13/10/1985;0000;4.1;
83309;14/10/1985;0000;3.5;
83309;15/10/1985;0000;2.8;
83309;16/10/1985;0000;3.9;
83309;17/10/1985;0000;2.5;
83309;18/10/1985;0000;2.8;
83309;19/10/1985;0000;3.3;
83309;20/10/1985;0000;1.9;
83309;21/10/1985;0000;0.8;
83309;22/10/1985;0000;2.6;
83309;23/10/1985;0000;3.6;
83309;24/10/1985;0000;2.5;
83309;25/10/1985;0000;3.1;
83309;26/10/1985;0000;2.2;
83309;27/10/1985;0000;1.4;
83309;28/10/1985;0000;1.7;
83309;29/10/1985;0000;1.5;
83309;30/10/1985;0000;1.6;
83309;31/10/1985;0000;1.8;
83309;01/11/1985;0000;2.6;
83309;02/11/1985;0000;2;
83309;03/11/1985;0000;1;
83309;04/11/1985;0000;2.3;
83309;05/11/1985;0000;1.2;
83309;06/11/1985;0000;1.6;
83309;07/11/1985;0000;2.3;
83309;08/11/1985;0000;1.2;
83309;09/11/1985;0000;1.3;
83309;10/11/1985;0000;3.2;
83309;11/11/1985;0000;3.7;
83309;12/11/1985;0000;3;
83309;13/11/1985;0000;5.1;
83309;14/11/1985;0000;5.8;
83309;15/11/1985;0000;4.8;
83309;16/11/1985;0000;4.8;
83309;17/11/1985;0000;3.3;
83309;18/11/1985;0000;2;
83309;19/11/1985;0000;4.8;
83309;20/11/1985;0000;2.2;
83309;21/11/1985;0000;2.4;
83309;22/11/1985;0000;2;
83309;23/11/1985;0000;4.2;
83309;24/11/1985;0000;3;
83309;25/11/1985;0000;2.1;
83309;26/11/1985;0000;2.1;
83309;27/11/1985;0000;1.3;
83309;28/11/1985;0000;1.6;
83309;29/11/1985;0000;2.5;
83309;30/11/1985;0000;2.7;
83309;01/12/1985;0000;3.3;
83309;02/12/1985;0000;4.1;
83309;03/12/1985;0000;2.2;
83309;04/12/1985;0000;3.6;
83309;05/12/1985;0000;3.7;
83309;06/12/1985;0000;4.8;
83309;07/12/1985;0000;5.3;
83309;08/12/1985;0000;4.7;
83309;09/12/1985;0000;2.4;
83309;10/12/1985;0000;4.8;
83309;11/12/1985;0000;4.7;
83309;12/12/1985;0000;3.6;
83309;13/12/1985;0000;5.3;
83309;14/12/1985;0000;4.3;
83309;15/12/1985;0000;2.8;
83309;16/12/1985;0000;8;
83309;17/12/1985;0000;1.3;
83309;18/12/1985;0000;4.1;
83309;19/12/1985;0000;2;
83309;20/12/1985;0000;2.1;
83309;21/12/1985;0000;3.4;
83309;22/12/1985;0000;1.4;
83309;23/12/1985;0000;1.2;
83309;24/12/1985;0000;1.8;
83309;25/12/1985;0000;2.9;
83309;26/12/1985;0000;2;
83309;27/12/1985;0000;2.6;
83309;28/12/1985;0000;1.4;
83309;29/12/1985;0000;2.6;
83309;30/12/1985;0000;2.2;
83309;31/12/1985;0000;2.6;
83309;01/01/1986;0000;1.7;
83309;02/01/1986;0000;2.5;
83309;03/01/1986;0000;3.5;
83309;04/01/1986;0000;2.9;
83309;05/01/1986;0000;0.5;
83309;06/01/1986;0000;2;
83309;07/01/1986;0000;1.3;
83309;08/01/1986;0000;2.4;
83309;09/01/1986;0000;2.6;
83309;10/01/1986;0000;2.6;
83309;11/01/1986;0000;2.1;
83309;12/01/1986;0000;3.2;
83309;13/01/1986;0000;3.8;
83309;14/01/1986;0000;2.3;
83309;15/01/1986;0000;1.4;
83309;16/01/1986;0000;2;
83309;17/01/1986;0000;0.8;
83309;18/01/1986;0000;0.4;
83309;19/01/1986;0000;1.2;
83309;20/01/1986;0000;2;
83309;21/01/1986;0000;2;
83309;22/01/1986;0000;2.2;
83309;23/01/1986;0000;2.6;
83309;24/01/1986;0000;2.7;
83309;25/01/1986;0000;2.7;
83309;26/01/1986;0000;2.3;
83309;27/01/1986;0000;2.9;
83309;28/01/1986;0000;1.5;
83309;29/01/1986;0000;2.3;
83309;30/01/1986;0000;2.3;
83309;31/01/1986;0000;1.5;
83309;01/02/1986;0000;2;
83309;02/02/1986;0000;0.6;
83309;03/02/1986;0000;1.7;
83309;04/02/1986;0000;2.2;
83309;05/02/1986;0000;1.7;
83309;06/02/1986;0000;1.5;
83309;07/02/1986;0000;0.8;
83309;08/02/1986;0000;1.4;
83309;09/02/1986;0000;1.6;
83309;10/02/1986;0000;1.3;
83309;11/02/1986;0000;1.6;
83309;12/02/1986;0000;1;
83309;13/02/1986;0000;2.9;
83309;14/02/1986;0000;3.3;
83309;15/02/1986;0000;0.8;
83309;16/02/1986;0000;2;
83309;17/02/1986;0000;1.7;
83309;18/02/1986;0000;1.7;
83309;19/02/1986;0000;1.4;
83309;20/02/1986;0000;1;
83309;21/02/1986;0000;0.5;
83309;22/02/1986;0000;2;
83309;23/02/1986;0000;2.7;
83309;24/02/1986;0000;2.7;
83309;25/02/1986;0000;3.6;
83309;26/02/1986;0000;3.7;
83309;27/02/1986;0000;3.1;
83309;28/02/1986;0000;1.5;
83309;01/03/1986;0000;2.4;
83309;02/03/1986;0000;0.7;
83309;03/03/1986;0000;2.4;
83309;04/03/1986;0000;1.3;
83309;05/03/1986;0000;0.5;
83309;06/03/1986;0000;2.2;
83309;07/03/1986;0000;0.5;
83309;08/03/1986;0000;2.2;
83309;09/03/1986;0000;0.8;
83309;10/03/1986;0000;0.9;
83309;11/03/1986;0000;1.1;
83309;12/03/1986;0000;1;
83309;13/03/1986;0000;1.6;
83309;14/03/1986;0000;1.6;
83309;15/03/1986;0000;2.8;
83309;16/03/1986;0000;1.5;
83309;17/03/1986;0000;3.1;
83309;18/03/1986;0000;2.2;
83309;19/03/1986;0000;0.6;
83309;20/03/1986;0000;1.9;
83309;21/03/1986;0000;2.1;
83309;22/03/1986;0000;0.3;
83309;23/03/1986;0000;1.9;
83309;24/03/1986;0000;2.2;
83309;25/03/1986;0000;1.3;
83309;26/03/1986;0000;1.6;
83309;27/03/1986;0000;1.5;
83309;28/03/1986;0000;1.2;
83309;29/03/1986;0000;2.2;
83309;30/03/1986;0000;2.5;
83309;31/03/1986;0000;1.9;
83309;01/04/1986;0000;2.8;
83309;02/04/1986;0000;2.1;
83309;03/04/1986;0000;2.1;
83309;04/04/1986;0000;4;
83309;05/04/1986;0000;3.4;
83309;06/04/1986;0000;2.9;
83309;07/04/1986;0000;2.1;
83309;08/04/1986;0000;3.2;
83309;09/04/1986;0000;2.3;
83309;10/04/1986;0000;2.8;
83309;11/04/1986;0000;2.2;
83309;12/04/1986;0000;1.4;
83309;13/04/1986;0000;1;
83309;14/04/1986;0000;3.1;
83309;15/04/1986;0000;1.8;
83309;16/04/1986;0000;1.3;
83309;17/04/1986;0000;2.3;
83309;18/04/1986;0000;1.7;
83309;19/04/1986;0000;2.5;
83309;20/04/1986;0000;2;
83309;21/04/1986;0000;3.2;
83309;22/04/1986;0000;2.8;
83309;23/04/1986;0000;3.2;
83309;24/04/1986;0000;2.8;
83309;25/04/1986;0000;2.8;
83309;26/04/1986;0000;2.3;
83309;27/04/1986;0000;3.2;
83309;28/04/1986;0000;1.6;
83309;29/04/1986;0000;1.7;
83309;30/04/1986;0000;2.3;
83309;01/05/1986;0000;1.9;
83309;02/05/1986;0000;2.4;
83309;03/05/1986;0000;1.7;
83309;04/05/1986;0000;1.3;
83309;05/05/1986;0000;2.2;
83309;06/05/1986;0000;1.8;
83309;07/05/1986;0000;1.6;
83309;08/05/1986;0000;1.2;
83309;09/05/1986;0000;2.6;
83309;10/05/1986;0000;2.7;
83309;11/05/1986;0000;2.1;
83309;12/05/1986;0000;3.4;
83309;13/05/1986;0000;3.2;
83309;14/05/1986;0000;2.7;
83309;15/05/1986;0000;0.8;
83309;16/05/1986;0000;3.8;
83309;17/05/1986;0000;3.3;
83309;18/05/1986;0000;3.4;
83309;19/05/1986;0000;3.4;
83309;20/05/1986;0000;4.2;
83309;21/05/1986;0000;3.4;
83309;22/05/1986;0000;2.3;
83309;23/05/1986;0000;3;
83309;24/05/1986;0000;4.2;
83309;25/05/1986;0000;6;
83309;26/05/1986;0000;3.3;
83309;27/05/1986;0000;1.7;
83309;28/05/1986;0000;3.8;
83309;29/05/1986;0000;4;
83309;30/05/1986;0000;3.8;
83309;31/05/1986;0000;0.6;
83309;01/06/1986;0000;1.7;
83309;02/06/1986;0000;2.6;
83309;03/06/1986;0000;1.6;
83309;04/06/1986;0000;2.2;
83309;05/06/1986;0000;1.8;
83309;06/06/1986;0000;2.9;
83309;07/06/1986;0000;1;
83309;08/06/1986;0000;1.9;
83309;09/06/1986;0000;3;
83309;10/06/1986;0000;4.1;
83309;11/06/1986;0000;3.9;
83309;12/06/1986;0000;3.5;
83309;13/06/1986;0000;4.3;
83309;14/06/1986;0000;4.1;
83309;15/06/1986;0000;4.1;
83309;16/06/1986;0000;4;
83309;17/06/1986;0000;4.3;
83309;18/06/1986;0000;7.4;
83309;19/06/1986;0000;5.3;
83309;20/06/1986;0000;3.1;
83309;21/06/1986;0000;3.7;
83309;22/06/1986;0000;5;
83309;23/06/1986;0000;5.2;
83309;24/06/1986;0000;5.2;
83309;25/06/1986;0000;4.5;
83309;26/06/1986;0000;3.7;
83309;27/06/1986;0000;3;
83309;28/06/1986;0000;3.4;
83309;29/06/1986;0000;3.5;
83309;30/06/1986;0000;4.4;
83309;01/07/1986;0000;4.2;
83309;02/07/1986;0000;3.1;
83309;03/07/1986;0000;2.9;
83309;04/07/1986;0000;2.7;
83309;05/07/1986;0000;2.4;
83309;06/07/1986;0000;2.8;
83309;07/07/1986;0000;2.9;
83309;08/07/1986;0000;2.9;
83309;09/07/1986;0000;3.2;
83309;10/07/1986;0000;3.4;
83309;11/07/1986;0000;3.9;
83309;12/07/1986;0000;5.3;
83309;13/07/1986;0000;5.1;
83309;14/07/1986;0000;6.2;
83309;15/07/1986;0000;5.5;
83309;16/07/1986;0000;6.1;
83309;17/07/1986;0000;5;
83309;18/07/1986;0000;4.6;
83309;19/07/1986;0000;3.1;
83309;20/07/1986;0000;4.8;
83309;21/07/1986;0000;3.9;
83309;22/07/1986;0000;2.9;
83309;23/07/1986;0000;2.8;
83309;24/07/1986;0000;1.9;
83309;25/07/1986;0000;3.4;
83309;26/07/1986;0000;3;
83309;27/07/1986;0000;3.4;
83309;28/07/1986;0000;3.9;
83309;29/07/1986;0000;5.6;
83309;30/07/1986;0000;6.3;
83309;31/07/1986;0000;5.5;
83309;01/08/1986;0000;3.6;
83309;02/08/1986;0000;2.3;
83309;03/08/1986;0000;4.5;
83309;04/08/1986;0000;5;
83309;05/08/1986;0000;5.4;
83309;06/08/1986;0000;5.8;
83309;07/08/1986;0000;4.6;
83309;08/08/1986;0000;6;
83309;09/08/1986;0000;6.8;
83309;10/08/1986;0000;7;
83309;11/08/1986;0000;6.8;
83309;12/08/1986;0000;4.4;
83309;13/08/1986;0000;3.5;
83309;14/08/1986;0000;4.1;
83309;15/08/1986;0000;0.9;
83309;16/08/1986;0000;2.4;
83309;17/08/1986;0000;1.4;
83309;18/08/1986;0000;1.7;
83309;19/08/1986;0000;2.7;
83309;20/08/1986;0000;3;
83309;21/08/1986;0000;3.4;
83309;22/08/1986;0000;4.6;
83309;23/08/1986;0000;3.5;
83309;24/08/1986;0000;3.3;
83309;25/08/1986;0000;3.9;
83309;26/08/1986;0000;1.9;
83309;27/08/1986;0000;1.9;
83309;28/08/1986;0000;4;
83309;29/08/1986;0000;3.1;
83309;30/08/1986;0000;3.5;
83309;31/08/1986;0000;2.6;
83309;01/09/1986;0000;1.8;
83309;02/09/1986;0000;0.8;
83309;03/09/1986;0000;3;
83309;04/09/1986;0000;4.4;
83309;05/09/1986;0000;1.5;
83309;06/09/1986;0000;1.8;
83309;07/09/1986;0000;2.6;
83309;08/09/1986;0000;3.8;
83309;09/09/1986;0000;4.6;
83309;10/09/1986;0000;4.3;
83309;11/09/1986;0000;6;
83309;12/09/1986;0000;6.1;
83309;13/09/1986;0000;6.2;
83309;14/09/1986;0000;5.2;
83309;15/09/1986;0000;2.7;
83309;16/09/1986;0000;3.1;
83309;17/09/1986;0000;1.5;
83309;18/09/1986;0000;2;
83309;19/09/1986;0000;2.3;
83309;20/09/1986;0000;2.9;
83309;21/09/1986;0000;2.9;
83309;22/09/1986;0000;4.4;
83309;23/09/1986;0000;4.9;
83309;24/09/1986;0000;4.9;
83309;25/09/1986;0000;5.6;
83309;26/09/1986;0000;3.3;
83309;27/09/1986;0000;1.3;
83309;28/09/1986;0000;0.9;
83309;29/09/1986;0000;1.6;
83309;30/09/1986;0000;2.5;
83309;01/10/1986;0000;2.8;
83309;02/10/1986;0000;4.4;
83309;03/10/1986;0000;4;
83309;04/10/1986;0000;1.6;
83309;05/10/1986;0000;2.8;
83309;06/10/1986;0000;4.4;
83309;07/10/1986;0000;2.8;
83309;08/10/1986;0000;3.4;
83309;09/10/1986;0000;4.5;
83309;10/10/1986;0000;3.3;
83309;11/10/1986;0000;1.7;
83309;12/10/1986;0000;2.9;
83309;13/10/1986;0000;4.3;
83309;14/10/1986;0000;3.6;
83309;15/10/1986;0000;3.4;
83309;16/10/1986;0000;3.7;
83309;17/10/1986;0000;1.1;
83309;18/10/1986;0000;2.3;
83309;19/10/1986;0000;0.7;
83309;20/10/1986;0000;1.6;
83309;21/10/1986;0000;2.3;
83309;22/10/1986;0000;2.3;
83309;23/10/1986;0000;0.7;
83309;24/10/1986;0000;2.8;
83309;25/10/1986;0000;4.3;
83309;26/10/1986;0000;4.2;
83309;27/10/1986;0000;4.5;
83309;28/10/1986;0000;4;
83309;29/10/1986;0000;5.2;
83309;30/10/1986;0000;4.6;
83309;31/10/1986;0000;3.2;
83309;01/11/1986;0000;4.3;
83309;02/11/1986;0000;4.1;
83309;03/11/1986;0000;4.9;
83309;04/11/1986;0000;4.5;
83309;05/11/1986;0000;5.9;
83309;06/11/1986;0000;5.8;
83309;07/11/1986;0000;4.1;
83309;08/11/1986;0000;4.7;
83309;09/11/1986;0000;3.7;
83309;10/11/1986;0000;2;
83309;11/11/1986;0000;1;
83309;12/11/1986;0000;0.4;
83309;13/11/1986;0000;1;
83309;14/11/1986;0000;2.1;
83309;15/11/1986;0000;4.1;
83309;16/11/1986;0000;3.5;
83309;17/11/1986;0000;4.2;
83309;18/11/1986;0000;3.2;
83309;19/11/1986;0000;1.3;
83309;20/11/1986;0000;2.8;
83309;21/11/1986;0000;3.4;
83309;22/11/1986;0000;4.4;
83309;23/11/1986;0000;0.4;
83309;24/11/1986;0000;3.8;
83309;25/11/1986;0000;4;
83309;26/11/1986;0000;4.4;
83309;27/11/1986;0000;4;
83309;28/11/1986;0000;3.8;
83309;29/11/1986;0000;3.6;
83309;30/11/1986;0000;1.4;
83309;01/12/1986;0000;1.4;
83309;02/12/1986;0000;0.8;
83309;03/12/1986;0000;2.9;
83309;04/12/1986;0000;1.9;
83309;05/12/1986;0000;2.2;
83309;06/12/1986;0000;3.3;
83309;07/12/1986;0000;3.1;
83309;08/12/1986;0000;3.5;
83309;09/12/1986;0000;3.2;
83309;10/12/1986;0000;1.1;
83309;11/12/1986;0000;2.8;
83309;12/12/1986;0000;0.7;
83309;13/12/1986;0000;2.4;
83309;14/12/1986;0000;1.4;
83309;15/12/1986;0000;1.4;
83309;16/12/1986;0000;1.9;
83309;17/12/1986;0000;1.3;
83309;18/12/1986;0000;2.8;
83309;19/12/1986;0000;2.1;
83309;20/12/1986;0000;1.7;
83309;21/12/1986;0000;2.1;
83309;22/12/1986;0000;3;
83309;23/12/1986;0000;3.1;
83309;24/12/1986;0000;1.9;
83309;25/12/1986;0000;2.8;
83309;26/12/1986;0000;1.2;
83309;27/12/1986;0000;0.9;
83309;28/12/1986;0000;2;
83309;29/12/1986;0000;2.5;
83309;30/12/1986;0000;1.9;
83309;31/12/1986;0000;1.5;
83309;01/01/1987;0000;1.4;
83309;02/01/1987;0000;2.5;
83309;03/01/1987;0000;1.6;
83309;04/01/1987;0000;2.1;
83309;05/01/1987;0000;3.2;
83309;06/01/1987;0000;3.4;
83309;07/01/1987;0000;3;
83309;08/01/1987;0000;4.4;
83309;09/01/1987;0000;3.7;
83309;10/01/1987;0000;3.7;
83309;11/01/1987;0000;3.8;
83309;12/01/1987;0000;2.1;
83309;13/01/1987;0000;2.6;
83309;14/01/1987;0000;2.4;
83309;15/01/1987;0000;4;
83309;16/01/1987;0000;2.6;
83309;17/01/1987;0000;3;
83309;18/01/1987;0000;1.8;
83309;19/01/1987;0000;1.7;
83309;20/01/1987;0000;2.5;
83309;21/01/1987;0000;1.4;
83309;22/01/1987;0000;1.5;
83309;23/01/1987;0000;1;
83309;24/01/1987;0000;1.5;
83309;25/01/1987;0000;1.5;
83309;26/01/1987;0000;1.7;
83309;27/01/1987;0000;2.5;
83309;28/01/1987;0000;1.7;
83309;29/01/1987;0000;0.9;
83309;30/01/1987;0000;1.3;
83309;31/01/1987;0000;2.6;
83309;01/02/1987;0000;2.2;
83309;02/02/1987;0000;2.1;
83309;03/02/1987;0000;2.2;
83309;04/02/1987;0000;2.2;
83309;05/02/1987;0000;2;
83309;06/02/1987;0000;1;
83309;07/02/1987;0000;2.2;
83309;08/02/1987;0000;2.7;
83309;09/02/1987;0000;1.8;
83309;10/02/1987;0000;0.7;
83309;11/02/1987;0000;1.6;
83309;12/02/1987;0000;4.8;
83309;13/02/1987;0000;3;
83309;14/02/1987;0000;3;
83309;15/02/1987;0000;1.5;
83309;16/02/1987;0000;1.4;
83309;17/02/1987;0000;1.7;
83309;18/02/1987;0000;2.4;
83309;19/02/1987;0000;3.2;
83309;20/02/1987;0000;3;
83309;21/02/1987;0000;3.6;
83309;22/02/1987;0000;3.6;
83309;23/02/1987;0000;2.9;
83309;24/02/1987;0000;5;
83309;25/02/1987;0000;4.5;
83309;26/02/1987;0000;3.4;
83309;27/02/1987;0000;2.3;
83309;28/02/1987;0000;3.6;
83309;01/03/1987;0000;1.9;
83309;02/03/1987;0000;1.2;
83309;03/03/1987;0000;0.8;
83309;04/03/1987;0000;1.3;
83309;05/03/1987;0000;1;
83309;06/03/1987;0000;1.2;
83309;07/03/1987;0000;1;
83309;08/03/1987;0000;1.9;
83309;09/03/1987;0000;1.3;
83309;10/03/1987;0000;2.4;
83309;11/03/1987;0000;0.6;
83309;12/03/1987;0000;2.7;
83309;13/03/1987;0000;3.1;
83309;14/03/1987;0000;2.6;
83309;15/03/1987;0000;2.7;
83309;16/03/1987;0000;3.3;
83309;17/03/1987;0000;1.8;
83309;18/03/1987;0000;1.8;
83309;19/03/1987;0000;2.6;
83309;20/03/1987;0000;3.4;
83309;21/03/1987;0000;2.6;
83309;22/03/1987;0000;1.5;
83309;23/03/1987;0000;0.8;
83309;24/03/1987;0000;2.1;
83309;25/03/1987;0000;3.3;
83309;26/03/1987;0000;2.8;
83309;27/03/1987;0000;1.3;
83309;28/03/1987;0000;1.8;
83309;29/03/1987;0000;3;
83309;30/03/1987;0000;0.8;
83309;31/03/1987;0000;2.9;
83309;01/04/1987;0000;1.4;
83309;02/04/1987;0000;1.5;
83309;03/04/1987;0000;0.9;
83309;04/04/1987;0000;1;
83309;05/04/1987;0000;1.6;
83309;06/04/1987;0000;2.1;
83309;07/04/1987;0000;2.4;
83309;08/04/1987;0000;2.5;
83309;09/04/1987;0000;3.5;
83309;10/04/1987;0000;3.8;
83309;11/04/1987;0000;2.7;
83309;12/04/1987;0000;4.1;
83309;13/04/1987;0000;3.5;
83309;14/04/1987;0000;3.7;
83309;15/04/1987;0000;2.8;
83309;16/04/1987;0000;4.5;
83309;17/04/1987;0000;5.6;
83309;18/04/1987;0000;4.4;
83309;19/04/1987;0000;2.9;
83309;20/04/1987;0000;2.9;
83309;21/04/1987;0000;1.8;
83309;22/04/1987;0000;3.2;
83309;23/04/1987;0000;3.1;
83309;24/04/1987;0000;2.3;
83309;25/04/1987;0000;2.5;
83309;26/04/1987;0000;1.5;
83309;27/04/1987;0000;1.5;
83309;28/04/1987;0000;1.9;
83309;29/04/1987;0000;1.5;
83309;30/04/1987;0000;1.8;
83309;01/05/1987;0000;2.4;
83309;02/05/1987;0000;1.9;
83309;03/05/1987;0000;1.6;
83309;04/05/1987;0000;1.5;
83309;05/05/1987;0000;1.4;
83309;06/05/1987;0000;2.4;
83309;07/05/1987;0000;2.6;
83309;08/05/1987;0000;2.6;
83309;09/05/1987;0000;2.4;
83309;10/05/1987;0000;1.5;
83309;11/05/1987;0000;1.5;
83309;12/05/1987;0000;2.1;
83309;13/05/1987;0000;3.3;
83309;14/05/1987;0000;4.5;
83309;15/05/1987;0000;4;
83309;16/05/1987;0000;2.5;
83309;17/05/1987;0000;3.5;
83309;18/05/1987;0000;3.6;
83309;19/05/1987;0000;4.4;
83309;20/05/1987;0000;3.1;
83309;21/05/1987;0000;3.8;
83309;22/05/1987;0000;1.8;
83309;23/05/1987;0000;2;
83309;24/05/1987;0000;2.7;
83309;25/05/1987;0000;2.4;
83309;26/05/1987;0000;2.4;
83309;27/05/1987;0000;2.7;
